review_page,review_title,review_content,review_star,reviewer_location,review_date,crawled_date
363,History,"Very touching, 18 dollars per person, memorabilia and excellent books, walking tour and three videos total tour took 1.15 minutes. Kel was very knowledgeable and tried to be funny but some didn't get her jokes. The signing of the surrender to Japan .",50,"Singapore, Singapore",Mar 2017,20200310
364,Interesting and well structured tour,"Very well put together tour and excellent guide, Jerome, whose extensive knowledge made the whole experience well worth the visit.",50,"St. Annes-on-Sea, United Kingdom",Mar 2017,20200310
364,Battlebox Tour,"Very good and informative tour, well put together and dispelling some myths that have been taken as fact in the Fall of Singapore. A lot of work renovating the site has been done, and I understand more is to be done, so look forward to returning next year and see what has been done. I would recommend you make some time to do the Tour when you visit Singapore, Fort Canning Park is well worth the visit too.",50,"Whitwick, United Kingdom",Mar 2017,20200310
364,Fantastic insight into Singaporean history,"The tour around The Battlebox is a highly informative and engaging experience telling the story of Singapore's involvement in WW2. The tour leads you through the original underground bunker with various rooms set up as they would have been during operations. Our tour guide was exceptionally knowledgable, adding to the whole experience and kept the whole 90 minute tour entertaining and interesting. I would recommend this as it really captures the events and consequences of the surrender of Singapore, and how that fitted in within the greater context of WW2.",50,"Singapore, Singapore",Mar 2017,20200310
364,Battle box tour,Fantastic and informative. Tour guide was excellent. Gave a good overview of the fall of Singapore and events leading to it. Underground tour of the bunkers was very interesting.,50,"Sydney, Australia",Mar 2017,20200310
364,Excellent Historical View of Wartime Singapore,Mel was such an amazing tour guide and we were blown away by her breadth and depth of knowledge. A must for anyone interested in the WW2 history of Singapore.,50,Singapore,Mar 2017,20200310
365,Amazing visit,"After I left , I felt I just had attended a high level university class, thanks to Jerome who certainly is one of the best guides one could meet. I have learned so much during this tour, I would highly recommend it to anyone who loves history.",50,"Brossard, Québec",Mar 2017,20200310
365,Intersting tour and great guide,"It was interesting and explained well, will recommended to people interested in this period and the war",50,"Tel Aviv, Israel",Mar 2017,20200310
365,excellent tour,A must dopassionate knowledgeable staff.a truly memorable tour. Not to be missed.this tour is so much more than you expecta must do,50,"Lincoln, England, United Kingdom",Mar 2017,20200310
365,A must see for those interested in the Second World War,"As my grandfather was captured in Singapore in the Second World War the Battlebox was a must see on my list. I was not dissapointed. Our guide Shural was extremely knowledgeable about the history of the tunnels, he gave us a great insight into the people in charge during the fall of Singapore. After viewing the video at the end I was almost in tears, In fact one woman in the group was weeping. It was a very emotional tour.",50,"Wollongong, Australia",Mar 2017,20200310
365,History revealed,"This was an excellent experience, both informative and enlightening. The guide was very good, explaining what an invidious situation the Allies were in, and how they really had no other alternative than to surrender. Several myths were exploded, many years after the bombs!",50,"Berlin, Germany",Mar 2017,20200310
366,Excellent tour of the Fall of Singapore,"The Battlebox is a military command bunker on Fort Canning, recently rediscovered. It was the location of the headquarters of the British Army defending Singapore from the invading Japanese army in february of 1942. The Army surrendered very shortly after occupying the bunker, however, as it was clear that the Japanese were significantly more powerful than the British Army, although the latter was much larger. The surrender was very significant for the tide of the war, and was the worst defeat in Britain's history. The tour guide was superb: knowledgeable, competent, interesting and efficient, and everyone thoroughly enjoyed the experience, which took more than an hour. We explored all aspects of the bunker, and gained a good sense of how it all worked. A shame that photos were not permitted (and not clear why they are not permitted), but otherwise I thoroughly recommend this tour.",50,"Perth, Australia",Mar 2017,20200310
366,Good Tours,Command center of the Allied in the second world war. Nice tours with lovely guides. Tour took about 1 hours and 30 minutes. It is abit of a bummer that you can not explore on your own. I felt seldomly a bit rushed during the tour.,40,"Winterthur, Switzerland",Mar 2017,20200310
366,Battlebox tour,"Equal to any tour I have ever been on. Our guide Kamaliah was brilliant. Informative, humorous and articulate. A most enjoyable couple of hours. A tour to remember.Thank you Kevin Ord",50,"Brisbane, Australia",Mar 2017,20200310
366,A must see historical attraction,"Simply a must see to understand what happened during the war. The best WWII historical site that I've visited in Singapore. Positives- our tour guide Mel was great. Humorous, knowledgeable and unbiased in her sharing of information - the tour has a great deal of history on display (not just the Battlebox history but also other important battles during WWII)- learnt a lot more about the invasion of the Japanese and what really happened- it was great to be able to walk around the bunkers and be in the rooms where the action took place.- you can also walk around the other building on the site to give you a real sense of history- the shop had a lot of different books and historical information that you could purchaseNegatives - the tour group was a little large and it was hard to see everything in the rooms because of this.- on a Sunday the grounds on the site (not the museum) seem to attract a lot of groups of young people. They were drinking alcohol, smoking and playing loud music. A little disrespectful. There should be some policing of this.",50,"Singapore, Singapore",Mar 2017,20200310
366,A must see!,We decided to visit the Battlebox on a rainy afternoon and were not disappointed! The guided tour was superb as was the guide and it was really quite moving when you hear the story of what those men went through and how they must have felt.,50,"Rayleigh, England, United Kingdom",Mar 2017,20200310
367,Excellent Guided Tour,"We thought we'd try it again after first visiting in 2010 and we noticed the improvement.Mel, the guide was superb and thoroughly recommended.Well done",50,Birmingham,Mar 2017,20200310
367,Great for WW2 history buffs,Lots of interesting information about this important place in Singaporean World War 2 history. Couldn't take photos which was a little disappointing but definitely received lots of facts and a sense for what it might have been like to be underground during war time.,50,"Geelong & Bellarine, Australia",Mar 2017,20200310
367,Battlebox,"Had some spare time in Singapore and signed up for ""The Battle Box Experience"" The tour was excellent and our guide Aysha did a great job of setting out the history behind the surrender of Singapore. Well worth your time and it's air conditioned!",40,"Oamaru, New Zealand",Mar 2017,20200310
367,Interesting Tour,"Interesting to see this underground bunker from WWII, lovely gardens too while we waited for our tour. Our young tour guide Eisen was very knowledgeable and entertaining.",50,"Dublin, Ireland",Mar 2017,20200310
367,Fascinating history,"very interesting and enjoyable tour -- a lot of detail and ground to cover in the allocated time which made it difficult to cover all of the material. Would like to have heard more about the aftermath and consequences of the surrender - such as the Sook Ching massacre, as well as the role of Dalforce, an irregular formation recruited from the local Chinese population, and the exploits of the Malayan Regiment at Bukit Timah.",40,"Hong Kong, China",Mar 2017,20200310
368,"History, History","If you are an ex Vet or interested in WWII, then this is the place to visit. Old British HQ from WWII. See how they lived and worked in cramped quarters underground",40,"Perth, Australia",Mar 2017,20200310
368,Very good for WWII history buffs.,"We took a guided tour of ""Battle Box"" with is the bunker complex the British used before the fall of Singapore in 1942. Our guide was very enthusiastic and well versed regarding what occurred in that complex leading up to the British surrender. Interesting and well worth the visit.",40,"Menomonee Falls, Wisconsin",Mar 2017,20200310
368,A 'Must Visit' Museum,"We visited the Battlebox, during our brief stay in Singapore just a few days ago. We are so glad we did. Our guide was brilliant, and the video footage was so informative. It was well worth the entrance fee, and could have spent longer in the bunker reading the information that was placed around there. Afterwards, a visit to the coffee shop there for a spot of lunch, set us up for looking around the park during the afternoon. Lovely outdoor space.",50,"Brierley Hill, United Kingdom",Mar 2017,20200310
368,Great look at WWII Singapore,Touring the Brit's underground command post ... what a neat way to learn about the Malay campaign and the fall of Singapore! It's also a nice way to cool off from the heat & humidity.,40,"Yigo, Mariana Islands",Mar 2017,20200310
368,First class! A must visit.,"Excellent information about the circumstances leading to the Battle of Singapore in WW2 and the surrender by the British to the Japanese - an event described by Churchill as ""The worst disaster and largest capitulation in British history.""That's all well and good but the decision faced by the commander's was definitely No Win. Really quite emotional and leaves you pondering the alternative outcome for both military and civilians had the decision been to launch a counter offensive with so much stacked against them.Excellent guide, Ayesha, who was very knowledgeable and enabled us to relive the course of history. Tour lasted 90 mins.This is a privately owned facility and well worth supporting at a modest tour cost of S$18.",50,"Hampshire, United Kingdom",Mar 2017,20200310
369,Well worth the visit,"We had Mel for our tour guide. She was brilliant, well informed and highly intelligent. The Battlebox is a well thought out museum and provides all the information one needs. I believe one day it will be a self guided tour, but being with a guide gives so much more insight. I would recommend to any one with a WW2 interest.",50,"Melbourne, Australia",Mar 2017,20200310
369,Al;an and Sue's Singapore trip,Very informative. Guide was excellent - very informed and extremely interesting. Being from the UK It was good to know how the English were so unprepared !!,40,"Manchester, United Kingdom",Mar 2017,20200310
369,must see,"There is nothing more to say than everybody should see it, it is part of history and very well presented.",50,"Manila, Philippines",Mar 2017,20200310
369,Best WWII Tour of All Time,This tour is for the true military history fan. When I returned back to my ship I raved about the tour to my fellow Officers and Enlisted alike. Just absolutely loved it. It was a very optimal tour. The guide gave a brief background on Singapore leading into the war and then dove into all details of the historical events surrounding the bunker and the war itself. He went onto the details of the personalities involved as well as other subtleties as a military service member myself I was absolutely fascinated with. Very very interesting.,50,"Charleston, South Carolina",Mar 2017,20200310
369,Interesting insight,Jerome was our guide and he was very knowledgeable and well spoken. The tour was interesting and gave an insight into the last days leading to the Fall of Singapore as well as touching on the history of the island city. We did the 1 hour tour and found it excellent.The park surrounding the Battlebox is lovely and also worth a wonder.,50,"Mango Hill, Australia",Mar 2017,20200310
370,revie of battlebox Singapore,I really enjoyed my tour of the Battlebox site. The guide was very informative and interesting. The only downside was that we were not allowed to take photos. So I only have memories of the tour. It would have been good to receive a pamphlet or glossy photo handout. So I can only relay my experience to my friends and not show them how authentic it was.regards,40,"Sheffield, United Kingdom",Mar 2017,20200310
370,A valuable tour with very knowledgable guides,"I'd recommmend this tour to anyone visiting Singapore, including those who are not usually interested in history. It will be worth your while.",50,"Darwin, Australia",Feb 2017,20200310
370,Interesting WW!! historical experience,"As my father was a POW of the Japanese at the fall of Singapore in February 1941, this was of particular interest to me. The site has been recently restored, so quite a lot of rooms to see on the one hour tour. Need to arrive well ahead of the tour start time as it is very popular, and there are strict restrictions on the group numbers. You can walk around Fort Canning Park whilst you wait; that is also interesting.I was already aware of the WW11 facts, but it was good to see the context so closely. Also child friendly.",50,"Oxford, United Kingdom",Feb 2017,20200310
370,An excellent historical museum,A very nice and impressive historical museum. I've been there twice and not hesitate to recommend others to visit. They should limit the no. of people per round as some rooms are quite small.,50,"Bangkok, Thailand",Feb 2017,20200310
370,Superb piece of little known history,We were on the fence about this tour but went on a recommendation. It didn't disappoint. Learnt a lot from our very informative and passionate guide who was ex-amry. Thoroughly recommended (even the doubting girlfriend liked it!),50,Auckland,Feb 2017,20200310
371,Tour,This was an amazing and informative tour much of the information I had never heard before Eisen was fantastic,50,Korumburra,Feb 2017,20200310
371,Wonderful Experience!!,"This was particularly informative due to the host, it was very moving, taking us back in time to see how the people of Singapore endured the war & the extreme decisions forced to made by the 12 men on behalf of the country.",50,"Australian Capital Territory, Australia",Feb 2017,20200310
371,Fort canning battlebox,"The tour was fascinating. All explained by the guide in such an excellent manner. She knew all the facts, and portrayed them in a clear, thorough and comprehensive manner. Anyone remotely interested in history must visit the battlebox.",50,"Inverness, United Kingdom",Feb 2017,20200310
371,Slice of history,Definitely make time for this guided tour of the Battlebox at Fort Canning Park. I quickly realized as the tour started how little I knew of the war in this region and the subsequent surrender to the Japanese. A must visit and humbling experience.,50,"London, United Kingdom",Feb 2017,20200310
371,Surprising Discovery,The guided tour (by Kamalal) makes this already-good museum better. One feels as if he has stepped into those moments in history when the decision to surrender was made. A must-go if you are here in Singapore (and I say this to Singaporeans too!).,50,"Singapore, Singapore",Feb 2017,20200310
372,Walking through history,"I had the chance to join the tour through battlebox to learn about the fall of singapore, particularly on how the British defended Singapore. Its fully air conditioned, english speaking tour guides, wax figurines inside, good videos to enhance your tour. However do take note no photography inside",50,"Singapore, Singapore",Feb 2017,20200310
372,Battlebox,The Battlebox is well worth a visit when in Singapore. The tour guide was excellent in his knowledge and the films viewed fantastic. Also the mock displays very well done.Many Thanks for a great visit.,50,New Zealand,Feb 2017,20200310
372,Great history lesson,"The tour took 1,5h. The guide (Eisen Teo) was very energetic and engaging. The history of the battle was presented in a very interesting way. A must for all history-lovers.",50,"Warsaw, Poland",Feb 2017,20200310
372,A unique way to make history come alive,"I hear of World War II from my grandparents and parents (who were children during that time). Battlebox provides a closer perspective of what one aspect of life was like during that time - this time from the view of the commanders who decided to surrender Singapore to Japan. Right now (Feb 2017) you have to join a tour to be able to go in the bunkers, but there are plans later on to allow self-guided tours. I see the value though, in having a guide lead you through the place initially, as there are historical stories that I appreciate more when told in person, rather than from reading a description or listening to an audio guide. There are specific times for the tour, so it's best to check if they have slots for when you want to visit, as some days may be busy. I went on a weekend, and only the short tour was available. There is a longer tour that they do on weekdays. It is in Fort Canning park, also a good place to visit to take a breather from urban Singapore. Battlebox is right next to Fort Canning Hotel, you get your tickets from the Battlebox Visitor Center.",50,"Quezon City, Philippines",Feb 2017,20200310
372,A fascinating insight into the events leading up to the surrender of Singapore 1942,"Our tour guide, Jerome, was articulate and knowledgable. You could read all this in a book I guess, but actually being there brings it right to your doorstep. I have been to Singapore many times and regret not having done this trip before. History in the making, a history that we should all understand. Watch the BBC documentary The Fall of Singapore The Great Betrayal either before or after.",50,"London, United Kingdom",Feb 2017,20200310
373,Realities of war captured in an informative short tour.,"Although the bunker was stripped of its contents just before the Japanese entered the city in 1942, the bare underground rooms still evoke the nightmare of imminent and inevitable defeat which led to the surrender of Singapore. Some of the rooms are now populated with waxworks of the British and Australian commanders and various other ranks, convincing enough to add to our well-informed and enthusiastic tour guide's knowledge. We visited Battlebox particularly because it would be dry on a very rainy day, but it is well worth seeing at any time.",40,"Buckingham, United Kingdom",Feb 2017,20200310
373,historical site,"Recently opened, this site is an interesting place to visit. The tour takes about 40 minutes but the guide was excellent and engaged the group with accurate, historical recount of the last days before surrender in World War II. It is planned that the site will eventually be a self guided tour but at the moment you need to book a tour. Located close to the National Museum which I highly recommend you also visit.",50,Milton,Feb 2017,20200310
373,A sobering change from the glitz of Singapore,"Battlebox is an underground bunker used by senior officers of the British army in WW2, and was the place where the decision was taken to surrender to the Japanese. Our guide Jerome was very informative and enthusiastic about the subject. For my husband, it was the highlight of our visit to Singapore, and for me it was a few moments to remember the thousands of people who were killed and suffered in the conflict only a few decades ago.",40,"Glasgow, United Kingdom",Feb 2017,20200310
373,An absolute must in Singapore,"We will be recommending The Battlebox to all of our visitors coming to stay in Singapore. The museum in Fort Canning Park is well worth the visit. The site of the fateful decision to surrender to the Japanese Imperial Army. Probably the best museum of its type we've visited anywhere (and we've done a lot!!). The recently reopened war rooms are very well presented however the guides are fabulous. Anu our guide really knew her stuff and got a brilliant balance of historic facts and human interest and context. Our visit was even more poignant as we were there for the 75 anniversary of the fall of Singapore. The whole Fort Canning area is steeped in history and a lovely peaceful place for a change of pace and a haven for nature overlooking the city. For a real perspective on the catalyst for modern Singapore, Churchill's war and for a remarkably realistic experience of the war rooms - visit.",50,,Feb 2017,20200310
373,A must if you're interested in history of WWII,"You can only visit as part of a guided tour at set times so check up before visiting. They were closed on Monday morning when we first tried to visit. The tour is about 90 minutes and explains the background to the invasion by Japan and subsequent allied surrender. Our guide, Jerome, was superb, making the tour both fun and informative. A very important period of history and certainly worth a visit",50,"Sleaford, United Kingdom",Feb 2017,20200310
374,Great day at Fort Canning,"Really enjoyed a great afternoon at Fort Canning and at the Battlebox. A must for any history or military enthusiast or simply someone interested in Singapore's fascinating history.Joanne was our tour guide and was great. She made it interesting and fun at all times and had a good knowledge of events and dates and all that the tourist and visitor needed, Thanks Joanne.",50,"Shah Alam, Malaysia",Feb 2017,20200310
374,You will walk away with an appreciation for what happened here,"This tour is absolutely worth doing. I have done the tour twice. Once when it first reopened with my family (kids 8 and 13). Everyone enjoyed it. It was great to see how it connected to all the happenings in different parts of the world at that time. Many events affected the outcome of the war here. I went a second time with visitors recently and enjoyed it even more. The guests were very impressed with the tour and the information given. The re-creation of the people involved is so well done. I heard that they may discontinue the guided tours and make it a self guided tour instead. I think this would be a mistake. Part of the appeal is that the tour guide takes you along through history, telling you the story of what happened. It is a relaxing easy tour and you walk away with more knowledge than if you simply walked through reading plaques. I would happily bring any visitors to Singapore we have, though if it becomes a self guided tour I would hesitate. We could get the same information walking through a museum reading. I recommend this tour for anyone, even if history is not your thing. I do hope they continue the guided tours as this is no ordinary museum. It should be kept special by ensuring there are guides to teach everyone who visits so they walk away with a memorable experience.",50,"Singapore, Singapore",Feb 2017,20200310
374,A Must Visit,Take this guided tour to learn about probably the most important moment in Singapore's history. The tour is very well presented and takes you through the days of the Japanese invasion and occupation with a tour of the tunnels accompanied by a knowledgeable guide. This is history that should not be forgotten and is presented in a very understandable way. It takes about one and a half hours,50,"Cranbrook, United Kingdom",Feb 2017,20200310
374,Fascinating insight into the agony of defeat,"For anyone interested in the history of Singapore or of World War II, this tour is fascinating - a tour of the inner workings of Fort Canning, and the cumulative failures and poor decision making that ultimately led to the surrender of Singapore and the deaths of so many military personnel and civilians.A sad story indeed, but one that is remembered and marked by Singapore, and rightly so. Our tour guide was knowledgeable and charming, and it was all in all an hour well spent.",50,"Perth, Australia",Feb 2017,20200310
374,A story of the World War II in the region.,"Very skilled staff clearly describing how the world war II was fought in the region. The Battlebox is the underground bunker where the efforts in Singapore was planned during the war. Location is good so this is a good place to learn something new for a few hours. It is a fairly new attraction that can be compared to Churchill War Room in London, but much more as it was back then. i,e no multimedia.",30,"Gothenburg, Sweden",Feb 2017,20200310
375,Sobering reminder of the Sngapore past,"tour very good, covering all parts of the battle box, goes for about 80minutes, great guide and allow time to walk around Fort Canning after",50,"Adelaide, Australia",Feb 2017,20200310
375,Outstanding,Our guide Eisen was very knowledgeable and friendly. This is a fascinating place and the tour was well worth the money. I wouldn't have had the same experience without a tour,50,"Birmingham, United Kingdom",Feb 2017,20200310
375,amazing history,what a tour. amazing insight into a seminal event in world history. Very knowledgeable guide with a military background. Look forward to self guided tour in the future where you can spend more time,50,"Fort Lauderdale, Florida",Feb 2017,20200310
375,A great exhibit and tour,This is a fantastic activity if you are interested in the history of the surrender of British forces to the Japanese in Singapore in 1942. Very professionally put together with a knowledgeable guide. The life-like figures on display in the various rooms of the underground military HQ were impressive in adding to the story. Thoroughly recommend it (I did the 1 and 1/4 hour one),50,"Canberra, Australia",Feb 2017,20200310
375,Highlight of recent Singapore visit,Why have I not visited here before - what a great museum! I thought I knew a bit about the Japanese occupation of Singapore in WW2 but this taught me so much more in such an interactive environment.Our guide Jerome was excellent - such a well run attraction! Loved walking around peaceful Fort Canning as well.,50,"Sydney, Australia",Feb 2017,20200310
376,Surrender explained,"The Battlebox was the wartime British military HQ where the decision was made to surrender to the Japanese invading Singapore. Our guide Mel was superb in detailing the role of the underground bunker in the lead up to the surrender. Videos also explained the invasion of the Malay peninsula, the Japanese military and tactical superiority and the eventual surrender. It was a fascinating account of Singapore's darkest hour. The tour lasts about 80 minutes and is definitely recommended.",50,"St Andrews, United Kingdom",Feb 2017,20200310
376,Excellent Tour - Excellent Tour Guide,This was my first tour of a Bunker. The experience was excellent! Not just the tour itself but our tour guide - Eisen! He was so knowledgable and more than willing and capable to answer questions and offer additional information. I would highly recommend this tour and highly recommend Eisen! : ),50,,Feb 2017,20200310
376,brilliant,"Visited here during our recent stay and so glad we did. Very interesting and our guide Sharul was excellent. It is quite a walk up steep areas at times through the ort canning park. we visited as part o the hop on hop of bus which stopped near by. This was a great visit, but check the tour times prior to arriving as they only allow guided tours at set times.",50,Scotland,Feb 2017,20200310
376,Fort Canning Battlebox,"This is really worth the entrance fee, it is only accessible via a guided tour and if you know nothing of the WWII history of Singapore then this is the tour for you. The tour company has done an incredible job in restoring the bunker.",50,"Singapore, Singapore",Feb 2017,20200310
376,Battle Box Tour,With out this tour I would not have achieved the same level of insight into the fall of Singapore. I would recommend it to anyone who is interested in Second World war history.,50,"Brussels, Belgium",Feb 2017,20200310
377,Very informative guided tour,"A very extensive and friendly guided tour! Highly recommended! Apparently recently taken over and reopening for visitors to roam but tour highly recommended! Our guide Mel was brilliant, enthusiastic and answered all our questions",50,"Gran Canaria, Spain",Feb 2017,20200310
377,Must-Visit Historic Fortress - Great Experience,"The Battlebox is the place to visit to better appreciate Singapore’s history and why the fall of Singapore was inevitable. After my visit, I had a better appreciation of the Battle of Singapore and what the Allied forces went through. It is also a good place to learn about the history of Singapore, not just on the Battle of Singapore but also on the era of the Malay kings going back 700 years. A must-visit for both locals and foreigners.",50,"Singapore, Singapore",Feb 2017,20200310
377,Tour of a historic underground military fortress,"Each tour group is lead by a docent who explains the history of the British Army's command center in Singapore. In the individual rooms are wax figures representing the generals who were doomed to surrender the island to the Japanese. It is a sobering experience, knowing the claustrophobic conditions that existed in the underground fortress and the horrific fate that awaits the men in captivity.This museum is a little Spartan because there are not a lot of artifacts, such as the types of weapons, the food, pictures and diaries from soldiers, etc. from that period. Instead, the displays revolve around the different rooms and their functions. Nevertheless, this is an OK tour because of its uniqueness and importance in WWII.",40,"Minneapolis, Minnesota",Feb 2017,20200310
377,Absolutely brilliant,Our tour gave an incredible insight into the frustrations and ultimate failure of the WWII effort against Japan. Incredibly knowledgeable and entertaining tour guide (Shar?) who brought the tale to life with anecdotes and historical facts. Highly recommended.,50,Surrey,Feb 2017,20200310
377,Best thing in Singapore..,Really enjoyed this tour. Guides were so passionate and informative. Everybody should visit! The history can be relevant to all nationalities as a major kingpin to the rise and fall of World War 2,50,"Rawtenstall, United Kingdom",Feb 2017,20200310
378,Must see historic fortress!,"This was a wonderful one hour tour that went into the details of Singapore's fate during World War II. The visit was dynamic and while it was sad that we couldn't take pictures inside, it just meant we had more time to focus on the artifacts and image displays around. Definitely recommend!",50,"New Orleans, Louisiana",Feb 2017,20200310
378,Singapore,"A cool option on a hot day in Singapore. Just a 15minute walk from Clarks Quay is this 11World War underground bunker used during the siege of Singapore.. Check tours times , in January they were, 11a.m. and 1.30.The tour takes about an hour and a half",50,"Essex, United Kingdom",Feb 2017,20200310
378,20 steps to the Fall of an Empire,"I had been to the Battle Box in its previous incarnation... beyond the wax figures and the rusting bunker, the feeling for those with a nose for monumental moments in history is one of eerie reflection. In this tiny doomed subterranean command centre - the decision to surrender not only Fortress Singapore, but unintentionally begin the unraveling of the entire British Empire - weighs heavy on its moulding, silent walls. I would strongly combining this trip with a follow up - The Ford Factory at Bukit Timah road - where Percival finally agreed to the surrender to his Japanese peer. Obviously to complete the story circle i would also include Changi prison museum, and the surrender chamber at City Hall. I must say the recent tour I took - was very good. I was very impressed with the knowledge of our tour guide.",40,"Sydney, Australia",Feb 2017,20200310
378,It's a must!,Very interesting and exciting. We enjoyed it a lot. Charul is a fantastic guide. We learned a lot. It's really worth the money and unforgetable.,50,,Feb 2017,20200310
378,Great guided tour,Interesting to know there is this place in Fort Caning and I recommend tourists and Singaporean do pay a visit to this wonderful historical place with guided tour. Our guide Iesen a very knowledgeable guide who does the tour with a passion. We enjoyed the guided tour thoroughly and I highly recommend this tour to local and tourists.,50,Australia,Feb 2017,20200310
379,Historically Enriching Tour,"This is a must for WW2/history enthusiasts. The tour covered the early history of Singapore leading to its colonial downfall to the Japanese during WW2. The site has been well preserved and refurbished, with scenes recreating the key players and moments, for an authentic experience of what it must have been like during those days of impending dread. More rewarding is the guided tour which imparts much more than it could otherwise. My guide Ms Kamaliah made the tour much more memorable with her knowledge and enthusiasm on the subject matter and more informative with additional nuggets of little known facts. Well worth the entrance fee for a important piece of Singapore and the region's history.",50,,Feb 2017,20200310
379,Glad we found it,"It is a bit of a climb from the nearest MTR (train) station to the entrance of this ""museum"" but well worth the effort.We arrived early for the 9.45am tour and were fortunate that there were only 6 others on the tour with us.Our guide had clearly done his homework and spent plenty of time in each room explaining its significance.This was interspersed with short movies from the period (1940's) showing what was actually taking place.Apparently in the near future the tour will be self-guided; hopefully they retain the guides to better explain what you are looking at.",50,"Melbourne, Australia",Feb 2017,20200310
379,"Well done, informative, personalised experience","This sounded interesting and a bit different and so it was.The story of the British surrender to the Japanese in 1942 told by a well informed young guide as you wander in a small group from room to room through the underground command centre. There is plenty time during the tour to ask questions and afterwards the guides will revisit with you to allow closer inspection or give more in depth information. As well as the physical building they have gathered a few historical artefacts, mostly reproductions which add colour to the story.",50,"Northallerton, United Kingdom",Feb 2017,20200310
379,Great Tour,"We visited the Battlebox in 2001 and pleased to see that it had been renovated last year. This time we had to join a to a tour, which was very informative presented by a docent who knew her subject.",50,"Worcestershire, United Kingdom",Feb 2017,20200310
379,Fascinating place to visit,"We thoroughly enjoyed our visit to Battlebox this week. Jerome gave us a fascinating tour, which was very informative and demonstrated his passion and knowledge of the bunker and the history behind it. The bunker was more extensive than we realised and the scenes created in some of the rooms brought its history to life. Would highly recommend a visit.",50,"Bristol, United Kingdom",Feb 2017,20200310
380,"Bicycle Infantry, tiny tanks and so much more... A must see!","Having visited the Battlebox before the renovation, I wasn't sure what to expect, but it was a pleasant surprise and I learned so much more. it's been renovated with great integrity and the team is full of energy, knowledge and passion. Our tour with Eisen lasted around 75 minutes and was very worthwhile. It immersed us in the history, strategy and the main players, taking us on a journey through the fall of Singapore in WW2 and beyond. The tour uses mixed media, so the pace is good, but it's also relaxed in terms of Q&A. Although I've said below you can enter without advance booking, it's best to check tour times as they're limited, but on-line booking help is available. Well worth a visit, even if you've been before.",50,"Singapore, Singapore",Feb 2017,20200310
380,Interesting tour,"This tour was fantastic. It was so informative, our guide Sharul was a mine of information and really brought the history to life. This tour gives the full background to the lead up to the Japanese occupation of Singapore and provided us with a great understanding of the situation and how it happened. Using original film footage from the time. The tour is well laid out and the restoration to the 'bunker' has been carried out very sympathetically. You get an idea of what it must have been like for the people working there. I highly recommend this tour to any visitors or residents of Singapore who haven't been.",50,uk,Feb 2017,20200310
380,A fantastic history of the fall of Singapore in WW2,The fall of Singapore to the Japanese in WW2. Remains a controversial topic even today. For any one who is interested in the largest defeat in British history. One of their guided tours of the English WW2 Singapore headquarters will give you a comprehensive understanding of the English politics that allowed it to happen.,50,"Canberra, Australia",Feb 2017,20200310
380,Marvellously interesting,"My husband was most keen to visit the Battlebox but I wasn't and so (I'm now ashamed to say!) I took my Kindle. What an idiot! Such a brilliant tour and more interesting and informative that I would ever had believed. When we visited you could only do so as part of a very informal tour. But we were told that they are making changes and visitors will be able to make their own way around in the near future. My advice would be absolutely to have a guide. Generally I prefer to make my own way around places; here, though, it would be a mistake. Our guide, Eisen, is beyond brilliant. He's immensely knowledgeable and delivered that knowledge in the way of a good book - you just wanted to keep on hearing the next sentence and the next and....... On top of that, instead of being a crusty old historian, he's young and full of enormous enthusiasm. I think the tours go at 11a.m. and around 2 in the afternoon. We didn't book and although we did easily get onto the morning tour, we discovered it's probably best to do so.",50,"Haddenham, United Kingdom",Feb 2017,20200310
380,Very Worthwhile Visit,My wife and I booked a visit at the end of January and thoroughly enjoyed the guided tour. Our female guide was very knowledgeable and very enthusiastic in her delivery. She gave an insight into both sides of the conflict and provided a better understanding of the decisions reached. This coupled with the tour of the Battlebox and seeing the artifacts and realistic figures proved to be a tremendous experience.,50,"Forfar, United Kingdom",Feb 2017,20200310
381,"Very interesting, great history.","Saw the Battle Box as part of one of the brilliant The Original Singapore Walks tours. Well worth visiting, great work to present this by local historians and organisations.",50,"Goolwa, Australia",Feb 2017,20200310
381,Memorable,We wanted to go and visit unfortunately they only opened phase 1 only but we had fun learning about Singapore's History and at the end of the tour there was a quiz and we won the copy of the declaration of independence. The tour guide was very informative and friendly she really knows how to keep our attention from drifting away.,50,"Singapore, Singapore",Feb 2017,20200310
381,Battlebox - Awesome,The guide was excellent. This part of WWII history was worth visiting. Highly recommended to all the tourists who are planning to visit Singapore or who are currently in Singapore.,50,"Sydney, Australia",Feb 2017,20200310
381,Great history in the middle of the city,This is an interesting and historical site to visit with a very informative 1 hour walking tour through the underground war rooms and facilities. Good value for money.,50,"Perth, Australia",Feb 2017,20200310
381,Great couple of hours in the Battelbox,A really interesting couple of hours in Fort Canning Park and the Battlebox. It gave us food for thought on our understanding of the surrender of Singapore and totally developed our understanding. Excellent and knowledgeable tour guide. Thoroughly recommended whether you are into military history or not!,50,London,Feb 2017,20200310
382,A step back in time.,"Anyone into their history, particularly events of WWII, should definitely check out the Battlebox at Fort Canning. The staff are very well informed and the tour guides are brilliant! Listen careful for there's usually a quiz at the end of the 90min tour that could win you a special gift. 😉I consider the Battlebox to be on par with the War Rooms in London. Do check it out and support the up keep of these national treasures.",50,"Dubai, United Arab Emirates",Feb 2017,20200310
